competition,stage,round,week,day,match_no,home_team_id,away_team_id,home_score,away_score,winner_team_id,loser_team_id
league,regular,25,18,토,,T01,T11,0,3,T11,T01
league,regular,25,18,금,,T04,T05,2,6,T05,T04
league,regular,25,18,일,,T09,T13,2,0,T09,T13
league,regular,25,18,금,,T06,T03,4,0,T06,T03
league,regular,25,18,일,,T14,T08,4,1,T14,T08
league,regular,25,18,토,,T10,T12,4,2,T10,T12
league,regular,25,18,토,,T07,T02,0,5,T02,T07
league,regular,26,19,금,,T11,T03,4,2,T11,T03
league,regular,26,19,목,,T01,T07,1,0,T01,T07
league,regular,26,19,목,,T05,T09,3,4,T09,T05
league,regular,26,19,금,,T12,T02,4,5,T02,T12
league,regular,26,19,목,,T13,T14,5,1,T13,T14
league,regular,26,19,금,,T08,T06,3,1,T08,T06
league,regular,26,19,금,,T04,T10,5,2,T04,T10
league,regular,27,19,일,,T02,T01,6,2,T02,T01
league,regular,27,19,토,,T13,T04,8,2,T13,T04
league,regular,27,19,토,,T03,T14,2,9,T14,T03
league,regular,27,19,일,,T09,T08,4,5,T08,T09
league,regular,27,19,일,,T07,T10,2,3,T10,T07
league,regular,27,19,토,,T12,T05,0,3,T05,T12
league,regular,27,19,일,,T06,T11,3,4,T11,T06
league,regular,28,20,금,,T05,T09,4,2,T05,T09
league,regular,28,20,일,,T01,T07,3,1,T01,T07
league,regular,28,20,금,,T02,T12,10,7,T02,T12
league,regular,28,20,토,,T11,T03,1,8,T03,T11
league,regular,28,20,일,,T14,T13,10,1,T14,T13
league,regular,28,20,토,,T06,T08,9,5,T06,T08
league,regular,28,20,일,,T10,T04,4,2,T10,T04
league,regular,29,21,일,,T13,T06,3,2,T13,T06
league,regular,29,21,금,,T03,T01,7,6,T03,T01
league,regular,29,21,토,,T08,T11,7,8,T11,T08
league,regular,29,21,금,,T07,T12,6,1,T07,T12
league,regular,29,21,토,,T14,T05,7,5,T14,T05
league,regular,29,21,일,,T10,T09,2,9,T09,T10
league,regular,29,21,금,,T04,T02,5,9,T02,T04
league,regular,30,22,토,,T04,T11,8,6,T04,T11
league,regular,30,22,일,,T08,T07,4,6,T07,T08
league,regular,30,22,금,,T09,T06,1,4,T06,T09
league,regular,30,22,금,,T01,T14,6,4,T01,T14
league,regular,30,22,토,,T12,T03,3,9,T03,T12
league,regular,30,22,토,,T13,T02,6,11,T02,T13
league,regular,30,22,일,,T05,T10,2,3,T10,T05
league,regular,31,23,금,,T14,T08,3,8,T08,T14
league,regular,31,23,토,,T09,T13,7,6,T09,T13
league,regular,31,23,토,,T05,T04,2,3,T04,T05
league,regular,31,23,금,,T11,T01,3,2,T11,T01
league,regular,31,23,일,,T02,T07,2,0,T02,T07
league,regular,31,23,토,,T06,T03,4,6,T03,T06
league,regular,31,23,일,,T10,T12,2,0,T10,T12
league,regular,32,24,금,,T02,T10,2,0,T02,T10
league,regular,32,24,토,,T11,T14,10,9,T11,T14
league,regular,32,24,금,,T07,T05,6,5,T07,T05
league,regular,32,24,토,,T03,T09,7,2,T03,T09
league,regular,32,24,일,,T04,T08,6,1,T04,T08
league,regular,32,24,일,,T01,T06,2,5,T06,T01
league,regular,32,24,토,,T13,T12,4,2,T13,T12
league,regular,33,25,금,,T14,T09,7,8,T09,T14
league,regular,33,25,일,,T13,T10,8,4,T13,T10
league,regular,33,25,토,,T07,T03,2,4,T03,T07
league,regular,33,25,토,,T05,T01,6,0,T05,T01
league,regular,33,25,일,,T12,T11,2,0,T12,T11
league,regular,33,25,금,,T06,T04,4,10,T04,T06
league,regular,33,25,토,,T08,T02,4,6,T02,T08
league,regular,34,26,금,,T02,T14,0,9,T14,T02
league,regular,34,26,토,,T04,T12,6,3,T04,T12
league,regular,34,26,금,,T03,T13,0,6,T13,T03
league,regular,34,26,일,,T01,T08,9,7,T01,T08
league,regular,34,26,일,,T10,T06,1,10,T06,T10
league,regular,34,26,토,,T09,T07,6,1,T09,T07
league,regular,34,26,토,,T11,T05,1,10,T05,T11
league,regular,35,27,일,,T03,T02,7,3,T03,T02
league,regular,35,27,금,,T01,T09,2,4,T09,T01
league,regular,35,27,토,,T04,T14,3,6,T14,T04
league,regular,35,27,금,,T13,T05,10,6,T13,T05
league,regular,35,27,일,,T12,T06,4,2,T12,T06
league,regular,35,27,토,,T08,T10,4,10,T10,T08
league,regular,35,27,일,,T07,T11,0,2,T11,T07
league,regular,36,28,일,,T06,T07,5,6,T07,T06
league,regular,36,28,토,,T09,T04,7,4,T09,T04
league,regular,36,28,토,,T13,T01,1,6,T01,T13
league,regular,36,28,금,,T10,T03,2,3,T03,T10
league,regular,36,28,금,,T02,T11,1,10,T11,T02
league,regular,36,28,토,,T05,T08,2,0,T05,T08
league,regular,36,28,일,,T14,T12,2,4,T12,T14
league,regular,37,29,일,,T07,T13,6,7,T13,T07
league,regular,37,29,토,,T12,T08,7,9,T08,T12
league,regular,37,29,일,,T11,T09,4,0,T11,T09
league,regular,37,29,금,,T14,T06,3,17,T06,T14
league,regular,37,29,금,,T04,T03,6,5,T04,T03
league,regular,37,29,일,,T10,T01,8,9,T01,T10
league,regular,37,29,토,,T02,T05,5,2,T02,T05
league,regular,38,30,화,,T07,T14,2,4,T14,T07
league,regular,38,30,목,,T03,T05,8,3,T03,T05
league,regular,38,30,화,,T11,T10,0,3,T10,T11
league,regular,38,30,목,,T01,T04,10,1,T01,T04
league,regular,38,30,화,,T12,T09,4,3,T12,T09
league,regular,38,30,수,,T08,T13,11,14,T13,T08
league,regular,38,30,수,,T06,T02,6,3,T06,T02
league,regular,39,30,토,,T08,T03,4,2,T08,T03
league,regular,39,30,금,,T09,T02,1,9,T02,T09
league,regular,39,30,일,,T01,T12,4,2,T01,T12
league,regular,39,30,토,,T04,T07,1,3,T07,T04
league,regular,39,30,금,,T13,T11,2,5,T11,T13
league,regular,39,30,금,,T05,T06,0,1,T06,T05
league,regular,39,30,토,,T14,T10,10,3,T14,T10
league,regular,40,31,월,,T02,T03,7,8,T03,T02
league,regular,40,31,월,,T01,T14,10,4,T01,T14
league,regular,41,31,목,,T02,T14,4,3,T02,T14
league,regular,41,31,목,,T01,T03,5,9,T03,T01
league,regular,42,31,일,,T02,T01,3,5,T01,T02
league,regular,42,31,일,,T14,T03,7,1,T14,T03
acl,ACL1_po,PO,3,수,1,UAE_B_FC4,QAT_C_FC3,2,3,QAT_C_FC3,UAE_B_FC4
acl,ACL1_po,PO,3,수,2,QAT_Z_FC2,UZB_E_FC2,4,5,UZB_E_FC2,QAT_Z_FC2
acl,ACL2_po,PO,3,수,1,BHR_H_FC2,IRQ_G_FC3,5,1,BHR_H_FC2,IRQ_G_FC3
acl,ACL2_po,PO,3,수,2,TKM_K_FC,OMA_I_FC2,1,7,OMA_I_FC2,TKM_K_FC
acl,ACL1_po,PO,3,수,1,THA_B_FC4,CHN_C_FC3,14,2,THA_B_FC4,CHN_C_FC3
acl,ACL1_po,PO,3,수,2,SGP_E_FC2,THA_Z_FC2,2,7,THA_Z_FC2,SGP_E_FC2
acl,ACL2_po,PO,3,수,1,VIE_G_FC3,HKG_H_FC2,8,10,HKG_H_FC2,VIE_G_FC3
acl,ACL2_po,PO,3,수,2,PHI_I_FC2,IDN_K_FC,5,7,IDN_K_FC,PHI_I_FC2
acl,ACL1_group,1,4,수,1,UAE_Z_FC,KSA_A_FC4,2,0,UAE_Z_FC,KSA_A_FC4
acl,ACL1_group,1,4,수,2,QAT_C_FC,JOR_F_FC,7,2,QAT_C_FC,JOR_F_FC
acl,ACL1_group,2,6,수,3,JOR_F_FC,UAE_Z_FC,4,4,,
acl,ACL1_group,2,6,수,4,KSA_A_FC4,QAT_C_FC,10,11,QAT_C_FC,KSA_A_FC4
acl,ACL1_group,3,8,수,5,UAE_Z_FC,QAT_C_FC,4,6,QAT_C_FC,UAE_Z_FC
acl,ACL1_group,3,8,수,6,KSA_A_FC4,JOR_F_FC,2,2,,
acl,ACL1_group,4,10,수,7,KSA_A_FC4,UAE_Z_FC,3,4,UAE_Z_FC,KSA_A_FC4
acl,ACL1_group,4,10,수,8,JOR_F_FC,QAT_C_FC,7,3,JOR_F_FC,QAT_C_FC
acl,ACL1_group,5,12,수,9,QAT_C_FC,UAE_Z_FC,8,0,QAT_C_FC,UAE_Z_FC
acl,ACL1_group,5,12,수,10,JOR_F_FC,KSA_A_FC4,3,8,KSA_A_FC4,JOR_F_FC
acl,ACL1_group,6,14,수,11,UAE_Z_FC,JOR_F_FC,4,5,JOR_F_FC,UAE_Z_FC
acl,ACL1_group,6,14,수,12,QAT_C_FC,KSA_A_FC4,11,3,QAT_C_FC,KSA_A_FC4
acl,ACL1_group,1,4,수,13,UAE_B_FC2,KSA_A_FC3,7,7,,
acl,ACL1_group,1,4,수,14,IRN_D_FC2,UZB_E_FC,1,3,UZB_E_FC,IRN_D_FC2
acl,ACL1_group,2,6,수,15,UZB_E_FC,UAE_B_FC2,6,9,UAE_B_FC2,UZB_E_FC
acl,ACL1_group,2,6,수,16,KSA_A_FC3,IRN_D_FC2,0,2,IRN_D_FC2,KSA_A_FC3
acl,ACL1_group,3,8,수,17,UAE_B_FC2,IRN_D_FC2,3,3,,
acl,ACL1_group,3,8,수,18,KSA_A_FC3,UZB_E_FC,8,3,KSA_A_FC3,UZB_E_FC
acl,ACL1_group,4,10,수,19,KSA_A_FC3,UAE_B_FC2,2,6,UAE_B_FC2,KSA_A_FC3
acl,ACL1_group,4,10,수,20,UZB_E_FC,IRN_D_FC2,2,6,IRN_D_FC2,UZB_E_FC
acl,ACL1_group,5,12,수,21,IRN_D_FC2,UAE_B_FC2,10,8,IRN_D_FC2,UAE_B_FC2
acl,ACL1_group,5,12,수,22,UZB_E_FC,KSA_A_FC3,5,2,UZB_E_FC,KSA_A_FC3
acl,ACL1_group,6,14,수,23,UAE_B_FC2,UZB_E_FC,5,10,UZB_E_FC,UAE_B_FC2
acl,ACL1_group,6,14,수,24,IRN_D_FC2,KSA_A_FC3,3,0,IRN_D_FC2,KSA_A_FC3
acl,ACL1_group,1,4,수,25,UAE_B_FC3,KSA_A_FC2,2,2,,
acl,ACL1_group,1,4,수,26,QAT_C_FC3,UZB_E_FC2,5,0,QAT_C_FC3,UZB_E_FC2
acl,ACL1_group,2,6,수,27,UZB_E_FC2,UAE_B_FC3,6,9,UAE_B_FC3,UZB_E_FC2
acl,ACL1_group,2,6,수,28,KSA_A_FC2,QAT_C_FC3,10,2,KSA_A_FC2,QAT_C_FC3
acl,ACL1_group,3,8,수,29,UAE_B_FC3,QAT_C_FC3,3,7,QAT_C_FC3,UAE_B_FC3
acl,ACL1_group,3,8,수,30,KSA_A_FC2,UZB_E_FC2,1,7,UZB_E_FC2,KSA_A_FC2
acl,ACL1_group,4,10,수,31,KSA_A_FC2,UAE_B_FC3,2,1,KSA_A_FC2,UAE_B_FC3
acl,ACL1_group,4,10,수,32,UZB_E_FC2,QAT_C_FC3,10,8,UZB_E_FC2,QAT_C_FC3
acl,ACL1_group,5,12,수,33,QAT_C_FC3,UAE_B_FC3,2,7,UAE_B_FC3,QAT_C_FC3
acl,ACL1_group,5,12,수,34,UZB_E_FC2,KSA_A_FC2,7,7,,
acl,ACL1_group,6,14,수,35,UAE_B_FC3,UZB_E_FC2,1,5,UZB_E_FC2,UAE_B_FC3
acl,ACL1_group,6,14,수,36,QAT_C_FC3,KSA_A_FC2,1,2,KSA_A_FC2,QAT_C_FC3
acl,ACL1_group,1,4,수,37,UAE_B_FC,KSA_A_FC,9,1,UAE_B_FC,KSA_A_FC
acl,ACL1_group,1,4,수,38,QAT_C_FC2,IRN_D_FC,8,4,QAT_C_FC2,IRN_D_FC
acl,ACL1_group,2,6,수,39,IRN_D_FC,UAE_B_FC,6,3,IRN_D_FC,UAE_B_FC
acl,ACL1_group,2,6,수,40,KSA_A_FC,QAT_C_FC2,3,2,KSA_A_FC,QAT_C_FC2
acl,ACL1_group,3,8,수,41,UAE_B_FC,QAT_C_FC2,14,2,UAE_B_FC,QAT_C_FC2
acl,ACL1_group,3,8,수,42,KSA_A_FC,IRN_D_FC,7,8,IRN_D_FC,KSA_A_FC
acl,ACL1_group,4,10,수,43,KSA_A_FC,UAE_B_FC,10,1,KSA_A_FC,UAE_B_FC
acl,ACL1_group,4,10,수,44,IRN_D_FC,QAT_C_FC2,3,3,,
acl,ACL1_group,5,12,수,45,QAT_C_FC2,UAE_B_FC,2,2,,
acl,ACL1_group,5,12,수,46,IRN_D_FC,KSA_A_FC,4,1,IRN_D_FC,KSA_A_FC
acl,ACL1_group,6,14,수,47,UAE_B_FC,IRN_D_FC,2,2,,
acl,ACL1_group,6,14,수,48,QAT_C_FC2,KSA_A_FC,4,2,QAT_C_FC2,KSA_A_FC
acl,ACL1_group,1,4,수,49,THA_B_FC4,JPN_A_FC3,1,4,JPN_A_FC3,THA_B_FC4
acl,ACL1_group,1,4,수,50,CHN_C_FC2,SGP_E_FC,2,2,,
acl,ACL1_group,2,6,수,51,SGP_E_FC,THA_B_FC4,4,9,THA_B_FC4,SGP_E_FC
acl,ACL1_group,2,6,수,52,JPN_A_FC3,CHN_C_FC2,3,4,CHN_C_FC2,JPN_A_FC3
acl,ACL1_group,3,8,수,53,THA_B_FC4,CHN_C_FC2,7,10,CHN_C_FC2,THA_B_FC4
acl,ACL1_group,3,8,수,54,JPN_A_FC3,SGP_E_FC,12,3,JPN_A_FC3,SGP_E_FC
acl,ACL1_group,4,10,수,55,JPN_A_FC3,THA_B_FC4,7,6,JPN_A_FC3,THA_B_FC4
acl,ACL1_group,4,10,수,56,SGP_E_FC,CHN_C_FC2,6,10,CHN_C_FC2,SGP_E_FC
acl,ACL1_group,5,12,수,57,CHN_C_FC2,THA_B_FC4,3,7,THA_B_FC4,CHN_C_FC2
acl,ACL1_group,5,12,수,58,SGP_E_FC,JPN_A_FC3,3,2,SGP_E_FC,JPN_A_FC3
acl,ACL1_group,6,14,수,59,THA_B_FC4,SGP_E_FC,2,5,SGP_E_FC,THA_B_FC4
acl,ACL1_group,6,14,수,60,CHN_C_FC2,JPN_A_FC3,4,6,JPN_A_FC3,CHN_C_FC2
acl,ACL1_group,1,4,수,61,THA_B_FC2,JPN_A_FC,6,4,THA_B_FC2,JPN_A_FC
acl,ACL1_group,1,4,수,62,AUS_D_FC2,MAS_F_FC,1,5,MAS_F_FC,AUS_D_FC2
acl,ACL1_group,2,6,수,63,MAS_F_FC,THA_B_FC2,5,3,MAS_F_FC,THA_B_FC2
acl,ACL1_group,2,6,수,64,JPN_A_FC,AUS_D_FC2,8,7,JPN_A_FC,AUS_D_FC2
acl,ACL1_group,3,8,수,65,THA_B_FC2,AUS_D_FC2,2,4,AUS_D_FC2,THA_B_FC2
acl,ACL1_group,3,8,수,66,JPN_A_FC,MAS_F_FC,3,3,,
acl,ACL1_group,4,10,수,67,JPN_A_FC,THA_B_FC2,4,0,JPN_A_FC,THA_B_FC2
acl,ACL1_group,4,10,수,68,MAS_F_FC,AUS_D_FC2,6,1,MAS_F_FC,AUS_D_FC2
acl,ACL1_group,5,12,수,69,AUS_D_FC2,THA_B_FC2,2,4,THA_B_FC2,AUS_D_FC2
acl,ACL1_group,5,12,수,70,MAS_F_FC,JPN_A_FC,1,4,JPN_A_FC,MAS_F_FC
acl,ACL1_group,6,14,수,71,THA_B_FC2,MAS_F_FC,1,5,MAS_F_FC,THA_B_FC2
acl,ACL1_group,6,14,수,72,AUS_D_FC2,JPN_A_FC,3,2,AUS_D_FC2,JPN_A_FC
acl,ACL1_group,1,4,수,73,THA_Z_FC2,THA_B_FC3,3,10,THA_B_FC3,THA_Z_FC2
acl,ACL1_group,1,4,수,74,JPN_A_FC2,CHN_C_FC,2,0,JPN_A_FC2,CHN_C_FC
acl,ACL1_group,2,6,수,75,CHN_C_FC,THA_Z_FC2,6,7,THA_Z_FC2,CHN_C_FC
acl,ACL1_group,2,6,수,76,THA_B_FC3,JPN_A_FC2,1,0,THA_B_FC3,JPN_A_FC2
acl,ACL1_group,3,8,수,77,THA_Z_FC2,JPN_A_FC2,9,7,THA_Z_FC2,JPN_A_FC2
acl,ACL1_group,3,8,수,78,THA_B_FC3,CHN_C_FC,2,4,CHN_C_FC,THA_B_FC3
acl,ACL1_group,4,10,수,79,THA_B_FC3,THA_Z_FC2,4,4,,
acl,ACL1_group,4,10,수,80,CHN_C_FC,JPN_A_FC2,6,0,CHN_C_FC,JPN_A_FC2
acl,ACL1_group,5,12,수,81,JPN_A_FC2,THA_Z_FC2,5,1,JPN_A_FC2,THA_Z_FC2
acl,ACL1_group,5,12,수,82,CHN_C_FC,THA_B_FC3,0,6,THA_B_FC3,CHN_C_FC
acl,ACL1_group,6,14,수,83,THA_Z_FC2,CHN_C_FC,0,3,CHN_C_FC,THA_Z_FC2
acl,ACL1_group,6,14,수,84,JPN_A_FC2,THA_B_FC3,4,4,,
acl,ACL1_group,1,4,수,85,THA_B_FC,JPN_A_FC4,8,3,THA_B_FC,JPN_A_FC4
acl,ACL1_group,1,4,수,86,AUS_D_FC,VIE_Z_FC,10,0,AUS_D_FC,VIE_Z_FC
acl,ACL1_group,2,6,수,87,VIE_Z_FC,THA_B_FC,2,3,THA_B_FC,VIE_Z_FC
acl,ACL1_group,2,6,수,88,JPN_A_FC4,AUS_D_FC,5,6,AUS_D_FC,JPN_A_FC4
acl,ACL1_group,3,8,수,89,THA_B_FC,AUS_D_FC,12,7,THA_B_FC,AUS_D_FC
acl,ACL1_group,3,8,수,90,JPN_A_FC4,VIE_Z_FC,5,3,JPN_A_FC4,VIE_Z_FC
acl,ACL1_group,4,10,수,91,JPN_A_FC4,THA_B_FC,8,4,JPN_A_FC4,THA_B_FC
acl,ACL1_group,4,10,수,92,VIE_Z_FC,AUS_D_FC,2,7,AUS_D_FC,VIE_Z_FC
acl,ACL1_group,5,12,수,93,AUS_D_FC,THA_B_FC,3,1,AUS_D_FC,THA_B_FC
acl,ACL1_group,5,12,수,94,VIE_Z_FC,JPN_A_FC4,2,5,JPN_A_FC4,VIE_Z_FC
acl,ACL1_group,6,14,수,95,THA_B_FC,VIE_Z_FC,3,5,VIE_Z_FC,THA_B_FC
acl,ACL1_group,6,14,수,96,AUS_D_FC,JPN_A_FC4,3,10,JPN_A_FC4,AUS_D_FC
